SR_Number,Status,ACTIVITY,Involved_ST_Function_Div,Involved_Org_line_3,Involved_ST,SR_Latest_Impact,Product,Country,Owner_Country,time_from_start,time_from_previous_event(start),daytime,weekday,# ACTIVITY=In Progress,# ACTIVITY=Awaiting Assignment,# ACTIVITY=Resolved,# ACTIVITY=Assigned,# ACTIVITY=Closed,# ACTIVITY=Wait - User,# ACTIVITY=Wait - Implementation,# ACTIVITY=Wait,# ACTIVITY=Wait - Vendor,# ACTIVITY=In Call,# ACTIVITY=Wait - Customer,# ACTIVITY=Unmatched,# ACTIVITY=Cancelled,lead_time
1-734968410,Accepted,Assigned,V3_2,Org line C,S43,Medium,PROD660,se,Sweden,1.345,0.018,43135.444,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,1071.318
1-734968410,Accepted,In Progress,V3_2,Org line C,S43,Medium,PROD660,se,Sweden,239.071,237.726,43373.17,Friday,3,1,0,1,0,0,0,0,0,0,0,0,0,1071.318
1-734968410,Accepted,Wait - User,V3_2,Org line C,S43,Medium,PROD660,se,Sweden,239.403,0.332,43373.502,Friday,4,1,0,1,0,0,0,0,0,0,0,0,0,1071.318
1-734968410,Completed,Resolved,V3_2,Org line C,S43,Medium,PROD660,se,Sweden,412.945,173.542,43547.044,Friday,4,1,0,1,0,1,0,0,0,0,0,0,0,1071.318
1-734968773,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD327,pl,POLAND,0.0,0.0,43131.987,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,381.541
1-734968773,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD327,pl,POLAND,0.002,0.002,43131.989,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,381.541
1-734968773,Accepted,Wait - User,A2_1,Org line A2,D8,Medium,PROD327,pl,POLAND,0.204,0.202,43132.191,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,381.541
1-734968773,Accepted,Wait - User,A2_1,Org line A2,D8,Medium,PROD327,pl,0,259.264,259.06,43391.251,Friday,2,0,0,0,0,1,0,0,0,0,0,0,0,381.541
1-734968773,Queued,Awaiting Assignment,A2_1,Org line A2,D9,Medium,PROD327,pl,POLAND,343.48,84.216,43475.467,Friday,2,0,0,0,0,2,0,0,0,0,0,0,0,381.541
1-734968773,Accepted,In Progress,A2_1,Org line A2,D9,Medium,PROD327,pl,POLAND,343.484,0.004,43475.471,Friday,2,1,0,0,0,2,0,0,0,0,0,0,0,381.541
1-734968773,Completed,Resolved,A2_1,Org line A2,D9,Medium,PROD327,pl,POLAND,343.78,0.296,43475.767,Friday,3,1,0,0,0,2,0,0,0,0,0,0,0,381.541
1-734973777,Accepted,In Progress,A2_1,Org line B,D3,Medium,PROD790,br,Brazil,0.0,0.0,43131.672,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,468.443
1-734973777,Accepted,In Progress,A2_1,Org line B,D3,Medium,PROD790,br,Brazil,0.116,0.116,43131.788,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,468.443
1-734973777,Queued,Awaiting Assignment,missing,Org line E,A14,Medium,PROD790,br,Brazil,1.096,0.98,43132.768,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,468.443
1-734973777,Accepted,In Progress,missing,Org line E,A14,Medium,PROD790,br,0,21.559,20.463,43153.231,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,468.443
1-734973777,Queued,Awaiting Assignment,A2_1,Org line A2,N19 2nd,Medium,PROD790,br,0,21.632,0.073,43153.304,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,468.443
1-734973777,Accepted,In Progress,A2_1,Org line A2,N19 2nd,Medium,PROD790,br,Sweden,235.554,213.922,43367.226,Friday,3,2,0,0,0,0,0,0,0,0,0,0,0,468.443
1-734973777,Queued,Awaiting Assignment,missing,Org line E,A14,Medium,PROD790,br,Sweden,236.236,0.682,43367.908,Friday,4,2,0,0,0,0,0,0,0,0,0,0,0,468.443
1-734973777,Accepted,In Progress,missing,Org line E,A14,Medium,PROD790,br,0,420.934,184.698,43552.606,Friday,4,3,0,0,0,0,0,0,0,0,0,0,0,468.443
1-734973777,Queued,Awaiting Assignment,A2_1,Org line B,D3,Medium,PROD790,br,0,420.958,0.024,43552.63,Friday,5,3,0,0,0,0,0,0,0,0,0,0,0,468.443
1-734973777,Accepted,In Progress,A2_1,Org line B,D3,Medium,PROD790,br,Brazil,426.138,5.18,43557.81,Friday,5,4,0,0,0,0,0,0,0,0,0,0,0,468.443
1-734973777,Accepted,Assigned,A2_1,Org line B,D3,Medium,PROD790,br,Brazil,426.156,0.018,43557.828,Friday,6,4,0,0,0,0,0,0,0,0,0,0,0,468.443
1-734973777,Accepted,In Progress,A2_1,Org line B,D3,Medium,PROD790,br,Brazil,432.326,6.17,43563.998,Friday,6,4,0,1,0,0,0,0,0,0,0,0,0,468.443
1-734973777,Accepted,Wait,A2_1,Org line B,D3,Medium,PROD790,br,Brazil,432.756,0.43,43564.428,Friday,7,4,0,1,0,0,0,0,0,0,0,0,0,468.443
1-734973777,Completed,Resolved,A2_1,Org line B,D3,Medium,PROD790,br,Brazil,434.014,1.258,43565.686,Friday,7,4,0,1,0,0,0,1,0,0,0,0,0,468.443
1-734994398,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD485,us,USA,0.0,0.0,43133.103,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,985.722
1-734994398,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD485,us,USA,0.023,0.023,43133.126,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,985.722
1-734994398,Queued,Awaiting Assignment,A2_3,Org line A2,N16 2nd,Medium,PROD485,us,USA,1.125,1.102,43134.228,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,985.722
1-734994398,Accepted,In Progress,A2_3,Org line A2,N16 2nd,Medium,PROD485,us,USA,2.421,1.296,43135.524,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,985.722
1-734994398,Completed,Resolved,A2_3,Org line A2,N16 2nd,Medium,PROD485,us,USA,344.374,341.953,43477.477,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,985.722
1-735040184,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD253,br,Brazil,0.0,0.0,43134.705,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,897.934
1-735040184,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD253,br,Brazil,0.039,0.039,43134.744,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,897.934
1-735040184,Queued,Awaiting Assignment,V3_2,Org line B,S6,Low,PROD253,br,Brazil,21.562,21.523,43156.267,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,897.934
1-735040184,Accepted,In Progress,V3_2,Org line B,S6,Low,PROD253,br,Brazil,426.133,404.571,43560.838,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,897.934
1-735040184,Queued,Awaiting Assignment,V3_2,Org line B,S9 2nd,Low,PROD253,br,Brazil,426.24,0.107,43560.945,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,897.934
1-735040184,Queued,Awaiting Assignment,V3_2,Org line B,S9 2nd,Low,PROD253,br,Brazil,426.241,0.001,43560.946,Friday,3,2,0,0,0,0,0,0,0,0,0,0,0,897.934
1-735040184,Accepted,In Progress,V3_2,Org line B,S9 2nd,Low,PROD253,br,Brazil,426.887,0.646,43561.592,Friday,3,3,0,0,0,0,0,0,0,0,0,0,0,897.934
1-735040184,Accepted,Wait - Implementation,V3_2,Org line B,S9 2nd,Low,PROD253,br,Brazil,456.022,29.135,43590.727,Friday,4,3,0,0,0,0,0,0,0,0,0,0,0,897.934
1-735040184,Accepted,In Progress,V3_2,Org line B,S9 2nd,Low,PROD253,br,Brazil,534.572,78.55,43669.277,Friday,4,3,0,0,0,0,1,0,0,0,0,0,0,897.934
1-735040184,Accepted,Wait - User,V3_2,Org line B,S9 2nd,Low,PROD253,br,Brazil,534.663,0.091,43669.368,Friday,5,3,0,0,0,0,1,0,0,0,0,0,0,897.934
1-735040184,Accepted,In Progress,V3_2,Org line B,S9 2nd,Low,PROD253,br,Brazil,864.671,330.008,43999.376,Friday,5,3,0,0,0,1,1,0,0,0,0,0,0,897.934
1-735040184,Completed,Resolved,V3_2,Org line B,S9 2nd,Low,PROD253,br,Brazil,864.688,0.017,43999.393,Friday,6,3,0,0,0,1,1,0,0,0,0,0,0,897.934
1-735077492,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden,0.0,0.0,43139.783,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.361
1-735077492,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden,0.248,0.248,43140.031,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1152.361
1-735077492,Queued,Awaiting Assignment,V3_2,Org line C,S43,Medium,PROD660,se,Sweden,0.947,0.699,43140.73,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,1152.361
1-735077492,Accepted,In Progress,V3_2,Org line C,S43,Medium,PROD660,se,Sweden,1.172,0.225,43140.955,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,1152.361
1-735077492,Accepted,Assigned,V3_2,Org line C,S43,Medium,PROD660,se,Sweden,234.322,233.15,43374.105,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,1152.361
1-735077492,Accepted,In Progress,V3_2,Org line C,S43,Medium,PROD660,se,Sweden,234.454,0.132,43374.237,Friday,3,1,0,1,0,0,0,0,0,0,0,0,0,1152.361
1-735077492,Accepted,Assigned,V3_2,Org line C,S43,Medium,PROD660,se,Sweden,234.914,0.46,43374.697,Friday,4,1,0,1,0,0,0,0,0,0,0,0,0,1152.361
1-735077492,Accepted,In Progress,V3_2,Org line C,S43,Medium,PROD660,se,Sweden,238.171,3.257,43377.954,Friday,4,1,0,2,0,0,0,0,0,0,0,0,0,1152.361
1-735077492,Accepted,Wait - User,V3_2,Org line C,S43,Medium,PROD660,se,Sweden,238.175,0.004,43377.958,Friday,5,1,0,2,0,0,0,0,0,0,0,0,0,1152.361
1-735077492,Completed,Resolved,V3_2,Org line C,S43,Medium,PROD660,se,Sweden,501.404,263.229,43641.187,Friday,5,1,0,2,0,1,0,0,0,0,0,0,0,1152.361
1-735078711,Queued,Awaiting Assignment,missing,Other,V24,Low,PROD604,kr,USA,0.0,0.0,43591.133,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1132.866
1-735078711,Queued,Awaiting Assignment,D_1,Org line A2,G197 2nd,Low,PROD604,kr,USA,0.1,0.1,43591.233,Friday,0,1,0,0,0,0,0,0,0,0,0,0,0,1132.866
1-735078711,Accepted,In Progress,D_1,Org line A2,G197 2nd,Low,PROD604,kr,USA,7.15,7.05,43598.283,Friday,0,2,0,0,0,0,0,0,0,0,0,0,0,1132.866
1-735078711,Queued,Awaiting Assignment,D_1,Org line A2,V16 3rd,Low,PROD604,kr,USA,7.172,0.022,43598.305,Friday,1,2,0,0,0,0,0,0,0,0,0,0,0,1132.866
1-735078711,Accepted,In Progress,D_1,Org line A2,V16 3rd,Low,PROD604,kr,Korea,28.571,21.399,43619.704,Friday,1,3,0,0,0,0,0,0,0,0,0,0,0,1132.866
1-735078711,Queued,Awaiting Assignment,D_1,Org line A2,V17 3rd,Low,PROD604,kr,Korea,28.633,0.062,43619.766,Friday,2,3,0,0,0,0,0,0,0,0,0,0,0,1132.866
1-735078711,Accepted,In Progress,D_1,Org line A2,V17 3rd,Low,PROD604,kr,Korea,34.405,5.772,43625.538,Friday,2,4,0,0,0,0,0,0,0,0,0,0,0,1132.866
1-735078711,Accepted,Wait - User,D_1,Org line A2,V17 3rd,Low,PROD604,kr,Korea,44.989,10.584,43636.122,Friday,3,4,0,0,0,0,0,0,0,0,0,0,0,1132.866
1-735078711,Accepted,Assigned,D_1,Org line A2,V17 3rd,Low,PROD604,kr,Korea,481.292,436.303,44072.425,Friday,3,4,0,0,0,1,0,0,0,0,0,0,0,1132.866
1-735078711,Accepted,In Progress,D_1,Org line A2,V17 3rd,Low,PROD604,kr,POLAND,481.385,0.093,44072.518,Friday,3,4,0,1,0,1,0,0,0,0,0,0,0,1132.866
1-735078711,Accepted,In Progress,D_1,Org line A2,V17 3rd,Low,PROD604,kr,POLAND,481.427,0.042,44072.56,Friday,4,4,0,1,0,1,0,0,0,0,0,0,0,1132.866
1-735078711,Accepted,Assigned,D_1,Org line A2,V17 3rd,Low,PROD604,kr,POLAND,481.521,0.094,44072.654,Friday,5,4,0,1,0,1,0,0,0,0,0,0,0,1132.866
1-735078711,Accepted,In Progress,D_1,Org line A2,V17 3rd,Low,PROD604,kr,POLAND,481.599,0.078,44072.732,Friday,5,4,0,2,0,1,0,0,0,0,0,0,0,1132.866
1-735078711,Accepted,Wait - User,D_1,Org line A2,V17 3rd,Low,PROD604,kr,POLAND,489.751,8.152,44080.884,Friday,6,4,0,2,0,1,0,0,0,0,0,0,0,1132.866
1-735078711,Completed,Resolved,D_1,Org line A2,V17 3rd,Low,PROD604,kr,POLAND,496.89,7.139,44088.023,Friday,6,4,0,2,0,2,0,0,0,0,0,0,0,1132.866
1-735086266,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD253,br,Brazil,0.0,0.0,43137.624,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1067.79
1-735086266,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD253,br,Brazil,0.034,0.034,43137.658,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1067.79
1-735086266,Queued,Awaiting Assignment,V3_2,Org line B,S9 2nd,Low,PROD253,br,Brazil,0.131,0.097,43137.755,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,1067.79
1-735086266,Accepted,In Progress,V3_2,Org line B,S9 2nd,Low,PROD253,br,Brazil,424.252,424.121,43561.876,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,1067.79
1-735086266,Accepted,Wait,V3_2,Org line B,S9 2nd,Low,PROD253,br,Brazil,424.271,0.019,43561.895,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,1067.79
1-735086266,Accepted,Wait - User,V3_2,Org line B,S9 2nd,Low,PROD253,br,Brazil,425.795,1.524,43563.419,Friday,3,1,0,0,0,0,0,1,0,0,0,0,0,1067.79
1-735086266,Completed,Resolved,V3_2,Org line B,S9 2nd,Low,PROD253,br,Brazil,455.394,29.599,43593.018,Friday,3,1,0,0,0,1,0,1,0,0,0,0,0,1067.79
1-735087704,Accepted,In Progress,V3_2,Org line C,N45,Medium,PROD802,us,USA,0.0,0.0,43140.52,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,632.468
1-735087704,Accepted,In Progress,V3_2,Org line C,N45,Medium,PROD802,us,USA,0.012,0.012,43140.532,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,632.468
1-735087704,Accepted,Wait - User,V3_2,Org line C,N45,Medium,PROD802,us,USA,0.021,0.009,43140.541,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,632.468
1-735087704,Accepted,In Progress,V3_2,Org line C,N45,Medium,PROD802,us,USA,600.171,600.15,43740.691,Friday,2,0,0,0,0,1,0,0,0,0,0,0,0,632.468
1-735087704,Completed,Resolved,V3_2,Org line C,N45,Medium,PROD802,us,USA,614.628,14.457,43755.148,Friday,3,0,0,0,0,1,0,0,0,0,0,0,0,632.468
1-735117256,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,pl,POLAND,0.0,0.0,43140.391,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1065.022
1-735117256,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,pl,POLAND,0.622,0.622,43141.013,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1065.022
1-735117256,Queued,Awaiting Assignment,E_5,Org line C,G92,Low,PROD424,pl,POLAND,1.043,0.421,43141.434,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,1065.022
1-735117256,Accepted,In Progress,E_5,Org line C,G92,Low,PROD424,pl,INDIA,10.018,8.975,43150.409,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,1065.022
1-735117256,Accepted,Wait - User,E_5,Org line C,G92,Low,PROD424,pl,INDIA,11.608,1.59,43151.999,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,1065.022
1-735117256,Accepted,Assigned,E_5,Org line C,G92,Low,PROD424,pl,INDIA,35.521,23.913,43175.912,Friday,3,1,0,0,0,1,0,0,0,0,0,0,0,1065.022
1-735117256,Accepted,In Progress,E_5,Org line C,G92,Low,PROD424,pl,INDIA,61.654,26.133,43202.045,Friday,3,1,0,1,0,1,0,0,0,0,0,0,0,1065.022
1-735117256,Accepted,Wait - User,E_5,Org line C,G92,Low,PROD424,pl,INDIA,61.66,0.006,43202.051,Friday,4,1,0,1,0,1,0,0,0,0,0,0,0,1065.022
1-735117256,Accepted,In Progress,E_5,Org line C,G92,Low,PROD424,pl,INDIA,266.974,205.314,43407.365,Friday,4,1,0,1,0,2,0,0,0,0,0,0,0,1065.022
1-735117256,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD424,pl,INDIA,267.037,0.063,43407.428,Friday,5,1,0,1,0,2,0,0,0,0,0,0,0,1065.022
1-735117256,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD424,pl,INDIA,267.038,0.001,43407.429,Friday,5,2,0,1,0,2,0,0,0,0,0,0,0,1065.022
1-735117256,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,pl,POLAND,420.771,153.733,43561.162,Friday,5,3,0,1,0,2,0,0,0,0,0,0,0,1065.022
1-735117256,Accepted,Assigned,V3_2,Org line C,G97,Low,PROD424,pl,POLAND,420.817,0.046,43561.208,Friday,6,3,0,1,0,2,0,0,0,0,0,0,0,1065.022
1-735117256,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,pl,POLAND,592.947,172.13,43733.338,Friday,6,3,0,2,0,2,0,0,0,0,0,0,0,1065.022
1-735117256,Accepted,Wait - User,V3_2,Org line C,G97,Low,PROD424,pl,POLAND,592.964,0.017,43733.355,Friday,7,3,0,2,0,2,0,0,0,0,0,0,0,1065.022
1-735117256,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,pl,POLAND,1036.395,443.431,44176.786,Friday,7,3,0,2,0,3,0,0,0,0,0,0,0,1065.022
1-735117256,Completed,Resolved,V3_2,Org line C,G97,Low,PROD424,pl,POLAND,1036.411,0.016,44176.802,Friday,8,3,0,2,0,3,0,0,0,0,0,0,0,1065.022
1-735119457,Accepted,In Progress,V3_2,Org line C,M23,Low,PROD424,se,Sweden,0.0,0.0,43140.465,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1064.947
1-735119457,Accepted,In Progress,V3_2,Org line C,M23,Low,PROD424,se,Sweden,0.059,0.059,43140.524,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1064.947
1-735119457,Accepted,Wait - User,V3_2,Org line C,M23,Low,PROD424,se,Sweden,0.205,0.146,43140.67,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,1064.947
1-735119457,Completed,Resolved,V3_2,Org line C,M23,Low,PROD424,se,Sweden,402.313,402.108,43542.778,Friday,2,0,0,0,0,1,0,0,0,0,0,0,0,1064.947
1-735133142,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD253,br,Brazil,0.0,0.0,43146.712,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1058.699
1-735133142,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD253,br,Brazil,0.011,0.011,43146.723,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1058.699
1-735133142,Queued,Awaiting Assignment,V3_2,Org line B,S9 2nd,Low,PROD253,br,Brazil,0.167,0.156,43146.879,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,1058.699
1-735133142,Accepted,In Progress,V3_2,Org line B,S9 2nd,Low,PROD253,br,Brazil,417.076,416.909,43563.788,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,1058.699
1-735133142,Accepted,Wait,V3_2,Org line B,S9 2nd,Low,PROD253,br,Brazil,418.8,1.724,43565.512,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,1058.699
1-735133142,Accepted,Wait - Implementation,V3_2,Org line B,S9 2nd,Low,PROD253,br,Brazil,522.845,104.045,43669.557,Friday,3,1,0,0,0,0,0,1,0,0,0,0,0,1058.699
1-735133142,Accepted,Wait - User,V3_2,Org line B,S9 2nd,Low,PROD253,br,Brazil,960.907,438.062,44107.619,Friday,3,1,0,0,0,0,1,1,0,0,0,0,0,1058.699
1-735133142,Completed,Resolved,V3_2,Org line B,S9 2nd,Low,PROD253,br,Brazil,1034.37,73.463,44181.082,Friday,3,1,0,0,0,1,1,1,0,0,0,0,0,1058.699
1-735145409,Accepted,In Progress,A2_1,Org line B,D3,Low,PROD790,br,Brazil,0.0,0.0,43142.542,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,457.555
1-735145409,Accepted,In Progress,A2_1,Org line B,D3,Low,PROD790,br,Brazil,0.069,0.069,43142.611,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,457.555
1-735145409,Accepted,Wait - User,A2_1,Org line B,D3,Low,PROD790,br,Brazil,1.006,0.937,43143.548,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,457.555
1-735145409,Completed,Resolved,A2_1,Org line B,D3,Low,PROD790,br,Brazil,436.253,435.247,43578.795,Friday,2,0,0,0,0,1,0,0,0,0,0,0,0,457.555
1-735167961,Queued,Awaiting Assignment,V3_2,Org line G2,S8,Medium,PROD138,br,Brazil,0.0,0.0,43149.199,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,537.396
1-735167961,Accepted,In Progress,V3_2,Org line G2,S8,Medium,PROD138,br,Brazil,1.861,1.861,43151.06,Friday,0,1,0,0,0,0,0,0,0,0,0,0,0,537.396
1-735167961,Queued,Awaiting Assignment,E_6,Org line B,S4 2nd,Medium,PROD138,br,Brazil,1.992,0.131,43151.191,Friday,1,1,0,0,0,0,0,0,0,0,0,0,0,537.396
1-735167961,Accepted,In Progress,E_6,Org line B,S4 2nd,Medium,PROD138,br,Brazil,2.947,0.955,43152.146,Friday,1,2,0,0,0,0,0,0,0,0,0,0,0,537.396
1-735167961,Accepted,Assigned,E_6,Org line B,S4 2nd,Medium,PROD138,br,Brazil,2.972,0.025,43152.171,Friday,2,2,0,0,0,0,0,0,0,0,0,0,0,537.396
1-735167961,Accepted,In Progress,E_6,Org line B,S4 2nd,Medium,PROD138,br,Brazil,6.419,3.447,43155.618,Friday,2,2,0,1,0,0,0,0,0,0,0,0,0,537.396
1-735167961,Accepted,In Progress,A2_3,Org line A2,S3 2nd,Medium,PROD138,br,Brazil,6.629,0.21,43155.828,Friday,3,2,0,1,0,0,0,0,0,0,0,0,0,537.396
1-735167961,Accepted,In Progress,A2_3,Org line A2,S3 2nd,Medium,PROD138,br,Brazil,7.351,0.722,43156.55,Friday,4,2,0,1,0,0,0,0,0,0,0,0,0,537.396
1-735167961,Accepted,In Progress,A2_3,Org line A2,S3 2nd,Medium,PROD138,br,Brazil,7.563,0.212,43156.762,Friday,5,2,0,1,0,0,0,0,0,0,0,0,0,537.396
1-735167961,Completed,Resolved,A2_3,Org line A2,S3 2nd,Medium,PROD138,br,Brazil,527.181,519.618,43676.38,Friday,6,2,0,1,0,0,0,0,0,0,0,0,0,537.396
1-735168831,Queued,Awaiting Assignment,V3_2,Org line C,G97,Medium,PROD215,pl,USA,0.0,0.0,43398.127,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,720.659
1-735168831,Accepted,In Progress,V3_2,Org line C,G97,Medium,PROD215,pl,Brazil,10.642,10.642,43408.769,Friday,0,1,0,0,0,0,0,0,0,0,0,0,0,720.659
1-735168831,Queued,Awaiting Assignment,A2_2,Org line A2,G40,Medium,PROD215,pl,Brazil,11.817,1.175,43409.944,Friday,1,1,0,0,0,0,0,0,0,0,0,0,0,720.659
1-735168831,Accepted,In Progress,A2_2,Org line A2,G40,Medium,PROD215,pl,Sweden,47.904,36.087,43446.031,Friday,1,2,0,0,0,0,0,0,0,0,0,0,0,720.659
1-735168831,Queued,Awaiting Assignment,V3_2,Org line C,G97,Medium,PROD215,pl,Sweden,49.343,1.439,43447.47,Friday,2,2,0,0,0,0,0,0,0,0,0,0,0,720.659
1-735168831,Accepted,In Progress,V3_2,Org line C,G97,Medium,PROD215,pl,Brazil,90.184,40.841,43488.311,Friday,2,3,0,0,0,0,0,0,0,0,0,0,0,720.659
1-735168831,Accepted,Assigned,V3_2,Org line C,G97,Medium,PROD215,pl,Brazil,90.226,0.042,43488.353,Friday,3,3,0,0,0,0,0,0,0,0,0,0,0,720.659
1-735168831,Accepted,In Progress,V3_2,Org line C,G97,Medium,PROD215,pl,Brazil,98.44,8.214,43496.567,Friday,3,3,0,1,0,0,0,0,0,0,0,0,0,720.659
1-735168831,Completed,Resolved,V3_2,Org line C,G97,Medium,PROD215,pl,Brazil,99.029,0.589,43497.156,Friday,4,3,0,1,0,0,0,0,0,0,0,0,0,720.659
1-735180913,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD401,pl,Brazil,0.0,0.0,43147.421,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1490.277
1-735180913,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD401,pl,Brazil,0.034,0.034,43147.455,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1490.277
1-735180913,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD401,pl,Brazil,0.172,0.138,43147.593,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,1490.277
1-735180913,Queued,Awaiting Assignment,E_10,Org line C,G255 2nd,Low,PROD401,pl,Brazil,0.427,0.255,43147.848,Friday,3,0,0,0,0,0,0,0,0,0,0,0,0,1490.277
1-735180913,Accepted,In Progress,E_10,Org line C,G255 2nd,Low,PROD401,pl,Sweden,221.997,221.57,43369.418,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,1490.277
1-735180913,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD401,pl,Sweden,222.038,0.041,43369.459,Friday,4,1,0,0,0,0,0,0,0,0,0,0,0,1490.277
1-735180913,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD401,pl,POLAND,593.956,371.918,43741.377,Friday,4,2,0,0,0,0,0,0,0,0,0,0,0,1490.277
1-735180913,Accepted,Assigned,V3_2,Org line C,G97,Low,PROD401,pl,POLAND,593.959,0.003,43741.38,Friday,5,2,0,0,0,0,0,0,0,0,0,0,0,1490.277
1-735180913,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD401,pl,POLAND,839.312,245.353,43986.733,Friday,5,2,0,1,0,0,0,0,0,0,0,0,0,1490.277
1-735180913,Completed,Resolved,V3_2,Org line C,G97,Low,PROD401,pl,POLAND,839.451,0.139,43986.872,Friday,6,2,0,1,0,0,0,0,0,0,0,0,0,1490.277
1-735182303,Accepted,In Progress,E_5,Org line C,G76,Medium,PROD419,fr,Sweden,0.0,0.0,43150.051,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1055.359
1-735182303,Accepted,In Progress,E_5,Org line C,G76,Medium,PROD419,fr,Sweden,0.02,0.02,43150.071,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1055.359
1-735182303,Queued,Awaiting Assignment,E_6,Org line C,W11 2nd,Medium,PROD419,fr,Sweden,0.831,0.811,43150.882,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,1055.359
1-735182303,Accepted,In Progress,E_6,Org line C,W11 2nd,Medium,PROD419,fr,France,253.792,252.961,43403.843,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,1055.359
