SR_Number,Status,ACTIVITY,Involved_ST_Function_Div,Involved_Org_line_3,Involved_ST,SR_Latest_Impact,Product,Country,Owner_Country,time_from_start,time_from_previous_event(start),daytime,weekday,# ACTIVITY=In Progress,# ACTIVITY=Awaiting Assignment,# ACTIVITY=Resolved,# ACTIVITY=Assigned,# ACTIVITY=Closed,# ACTIVITY=Wait - User,# ACTIVITY=Wait - Implementation,# ACTIVITY=Wait,# ACTIVITY=Wait - Vendor,# ACTIVITY=In Call,# ACTIVITY=Wait - Customer,# ACTIVITY=Unmatched,# ACTIVITY=Cancelled,lead_time
1-735177767,Queued,Awaiting Assignment,A2_3,Org line A2,N5 2nd,Low,PROD488,us,USA,0.031,0.01,43185.139,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,933.707
1-735177767,Accepted,In Progress,A2_3,Org line A2,N5 2nd,Low,PROD488,us,USA,243.369,243.338,43428.477,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,933.707
1-735177767,Accepted,In Progress,A2_3,Org line A2,N5 2nd,Low,PROD488,us,USA,243.376,0.007,43428.484,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,933.707
1-735177767,Completed,Resolved,A2_3,Org line A2,N5 2nd,Low,PROD488,us,USA,243.393,0.017,43428.501,Friday,4,1,0,0,0,0,0,0,0,0,0,0,0,933.707
1-735181447,Accepted,In Progress,V3_2,Org line C,N36,Low,PROD364,us,USA,0.0,0.0,43152.074,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,966.744
1-735181447,Accepted,In Progress,V3_2,Org line C,N36,Low,PROD364,us,USA,0.074,0.074,43152.148,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,966.744
1-735181447,Queued,Awaiting Assignment,V3_2,Org line C,N37,Low,PROD364,us,USA,1.061,0.987,43153.135,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,966.744
1-735181447,Accepted,In Progress,V3_2,Org line C,N37,Low,PROD364,us,USA,261.868,260.807,43413.942,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,966.744
1-735181447,Queued,Awaiting Assignment,missing,Org line V11,V57 2nd,Low,PROD364,us,USA,261.894,0.026,43413.968,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,966.744
1-735181447,Accepted,In Progress,missing,Org line V11,V57 2nd,Low,PROD364,us,USA,344.269,82.375,43496.343,Friday,3,2,0,0,0,0,0,0,0,0,0,0,0,966.744
1-735181447,Completed,Resolved,missing,Org line V11,V57 2nd,Low,PROD364,us,USA,344.49,0.221,43496.564,Friday,4,2,0,0,0,0,0,0,0,0,0,0,0,966.744
1-735181620,Accepted,In Progress,A2_1,Org line B,D3,Medium,PROD235,br,Brazil,0.0,0.0,43154.243,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,445.846
1-735181620,Accepted,In Progress,A2_1,Org line B,D3,Medium,PROD235,br,Brazil,0.024,0.024,43154.267,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,445.846
1-735181620,Accepted,In Progress,A2_1,Org line B,D3,Medium,PROD235,br,0,259.29,259.266,43413.533,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,445.846
1-735181620,Accepted,In Progress,A2_1,Org line B,D3,Medium,PROD235,br,Brazil,407.685,148.395,43561.928,Friday,3,0,0,0,0,0,0,0,0,0,0,0,0,445.846
1-735181620,Queued,Awaiting Assignment,A2_1,Org line B,D3,Medium,PROD235,br,Brazil,407.687,0.002,43561.93,Friday,4,0,0,0,0,0,0,0,0,0,0,0,0,445.846
1-735181620,Accepted,In Progress,A2_1,Org line B,D3,Medium,PROD235,br,Brazil,409.715,2.028,43563.958,Friday,4,1,0,0,0,0,0,0,0,0,0,0,0,445.846
1-735181620,Completed,Resolved,A2_1,Org line B,D3,Medium,PROD235,br,Brazil,411.192,1.477,43565.435,Friday,5,1,0,0,0,0,0,0,0,0,0,0,0,445.846
1-735181678,Accepted,In Progress,A2_1,Org line B,D3,Medium,PROD235,br,Brazil,0.0,0.0,43154.56,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,358.947
1-735181678,Accepted,In Progress,A2_1,Org line B,D3,Medium,PROD235,br,Brazil,0.022,0.022,43154.582,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,358.947
1-735181678,Queued,Awaiting Assignment,A2_1,Org line B,D3,Medium,PROD235,br,Brazil,0.112,0.09,43154.672,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,358.947
1-735181678,Accepted,In Progress,A2_1,Org line B,D3,Medium,PROD235,br,Brazil,237.254,237.142,43391.814,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,358.947
1-735181678,Accepted,Wait - User,A2_1,Org line B,D3,Medium,PROD235,br,Brazil,238.242,0.988,43392.802,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,358.947
1-735181678,Accepted,Wait - User,A2_1,Org line B,D3,Medium,PROD235,br,0,259.288,21.046,43413.848,Friday,3,1,0,0,0,1,0,0,0,0,0,0,0,358.947
1-735181678,Accepted,In Progress,A2_1,Org line B,D3,Medium,PROD235,br,Brazil,343.062,83.774,43497.622,Friday,3,1,0,0,0,2,0,0,0,0,0,0,0,358.947
1-735181678,Completed,Resolved,A2_1,Org line B,D3,Medium,PROD235,br,Brazil,343.357,0.295,43497.917,Friday,4,1,0,0,0,2,0,0,0,0,0,0,0,358.947
1-735181822,Accepted,In Progress,A2_1,Org line B,D3,Medium,PROD235,br,Brazil,0.0,0.0,43156.839,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,443.248
1-735181822,Accepted,In Progress,A2_1,Org line B,D3,Medium,PROD235,br,Brazil,0.01,0.01,43156.849,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,443.248
1-735181822,Queued,Awaiting Assignment,A2_1,Org line B,D3,Medium,PROD235,br,Brazil,0.059,0.049,43156.898,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,443.248
1-735181822,Accepted,In Progress,A2_1,Org line B,D3,Medium,PROD235,br,Brazil,236.029,235.97,43392.868,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,443.248
1-735181822,Accepted,Wait,A2_1,Org line B,D3,Medium,PROD235,br,Brazil,239.791,3.762,43396.63,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,443.248
1-735181822,Queued,Awaiting Assignment,A2_1,Org line B,D3,Medium,PROD235,br,Brazil,256.446,16.655,43413.285,Friday,3,1,0,0,0,0,0,1,0,0,0,0,0,443.248
1-735181822,Accepted,In Progress,A2_1,Org line B,D3,Medium,PROD235,br,Brazil,413.204,156.758,43570.043,Friday,3,2,0,0,0,0,0,1,0,0,0,0,0,443.248
1-735181822,Completed,Resolved,A2_1,Org line B,D3,Medium,PROD235,br,Brazil,416.63,3.426,43573.469,Friday,4,2,0,0,0,0,0,1,0,0,0,0,0,443.248
1-735188058,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD698,fr,Brazil,0.0,0.0,43151.861,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1053.548
1-735188058,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD698,fr,Brazil,0.098,0.098,43151.959,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1053.548
1-735188058,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD698,fr,Brazil,0.439,0.341,43152.3,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,1053.548
1-735188058,Queued,Awaiting Assignment,A2_2,Org line A2,G22 2nd,Low,PROD698,fr,Brazil,0.517,0.078,43152.378,Friday,3,0,0,0,0,0,0,0,0,0,0,0,0,1053.548
1-735188058,Accepted,In Progress,A2_2,Org line A2,G22 2nd,Low,PROD698,fr,Sweden,219.934,219.417,43371.795,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,1053.548
1-735188058,Accepted,Wait - User,A2_2,Org line A2,G22 2nd,Low,PROD698,fr,Sweden,220.088,0.154,43371.949,Friday,4,1,0,0,0,0,0,0,0,0,0,0,0,1053.548
1-735188058,Completed,Resolved,A2_2,Org line A2,G22 2nd,Low,PROD698,fr,Sweden,408.154,188.066,43560.015,Friday,4,1,0,0,0,1,0,0,0,0,0,0,0,1053.548
1-735224038,Accepted,In Progress,V3_2,Org line C,G96,Medium,PROD494,pl,Brazil,0.0,0.0,43156.732,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,443.355
1-735224038,Accepted,In Progress,V3_2,Org line C,G96,Medium,PROD494,pl,Brazil,0.05,0.05,43156.782,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,443.355
1-735224038,Accepted,In Progress,V3_2,Org line C,G96,Medium,PROD494,pl,Brazil,0.645,0.595,43157.377,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,443.355
1-735224038,Accepted,In Progress,V3_2,Org line C,G96,Medium,PROD494,pl,Brazil,0.706,0.061,43157.438,Friday,3,0,0,0,0,0,0,0,0,0,0,0,0,443.355
1-735224038,Queued,Awaiting Assignment,E_10,Org line C,G236 2nd,Medium,PROD494,pl,Brazil,0.909,0.203,43157.641,Friday,4,0,0,0,0,0,0,0,0,0,0,0,0,443.355
1-735224038,Accepted,In Progress,E_10,Org line C,G236 2nd,Medium,PROD494,pl,Sweden,209.792,208.883,43366.524,Friday,4,1,0,0,0,0,0,0,0,0,0,0,0,443.355
1-735224038,Queued,Awaiting Assignment,V3_2,Org line C,G97,Medium,PROD494,pl,Sweden,219.305,9.513,43376.037,Friday,5,1,0,0,0,0,0,0,0,0,0,0,0,443.355
1-735224038,Accepted,In Progress,V3_2,Org line C,G97,Medium,PROD494,pl,Brazil,259.641,40.336,43416.373,Friday,5,2,0,0,0,0,0,0,0,0,0,0,0,443.355
1-735224038,Accepted,Assigned,V3_2,Org line C,G97,Medium,PROD494,pl,Brazil,259.773,0.132,43416.505,Friday,6,2,0,0,0,0,0,0,0,0,0,0,0,443.355
1-735224038,Accepted,In Progress,V3_2,Org line C,G97,Medium,PROD494,pl,Brazil,416.154,156.381,43572.886,Friday,6,2,0,1,0,0,0,0,0,0,0,0,0,443.355
1-735224038,Accepted,Wait - User,V3_2,Org line C,G97,Medium,PROD494,pl,Brazil,417.107,0.953,43573.839,Friday,7,2,0,1,0,0,0,0,0,0,0,0,0,443.355
1-735224038,Completed,Resolved,V3_2,Org line C,G97,Medium,PROD494,pl,Brazil,436.273,19.166,43593.005,Friday,7,2,0,1,0,1,0,0,0,0,0,0,0,443.355
1-735226302,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,pl,Brazil,0.0,0.0,43159.8,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,613.161
1-735226302,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,pl,Brazil,0.086,0.086,43159.886,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,613.161
1-735226302,Accepted,Wait - Implementation,V3_2,Org line C,G97,Low,PROD424,pl,Brazil,0.235,0.149,43160.035,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,613.161
1-735226302,Completed,Resolved,V3_2,Org line C,G97,Low,PROD424,pl,Brazil,589.877,589.642,43749.677,Friday,2,0,0,0,0,0,1,0,0,0,0,0,0,613.161
1-735231580,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD253,cn,China,0.0,0.0,43184.475,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1193.836
1-735231580,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD253,cn,China,0.054,0.054,43184.529,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1193.836
1-735231580,Queued,Awaiting Assignment,V3_2,Org line C,P2,Low,PROD253,cn,China,0.102,0.048,43184.577,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,1193.836
1-735231580,Accepted,In Progress,V3_2,Org line C,P2,Low,PROD253,cn,China,342.529,342.427,43527.004,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,1193.836
1-735231580,Accepted,Wait - User,V3_2,Org line C,P2,Low,PROD253,cn,China,342.536,0.007,43527.011,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,1193.836
1-735231580,Completed,Resolved,V3_2,Org line C,P2,Low,PROD253,cn,China,528.652,186.116,43713.127,Friday,3,1,0,0,0,1,0,0,0,0,0,0,0,1193.836
1-735237150,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD494,pl,China,0.0,0.0,43187.134,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1018.271
1-735237150,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD494,pl,China,0.081,0.081,43187.215,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1018.271
1-735237150,Accepted,Wait - User,V3_2,Org line C,G97,Low,PROD494,pl,China,0.781,0.7,43187.915,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,1018.271
1-735237150,Completed,Resolved,V3_2,Org line C,G97,Low,PROD494,pl,China,352.977,352.196,43540.111,Friday,2,0,0,0,0,1,0,0,0,0,0,0,0,1018.271
1-735262281,Accepted,In Progress,V3_2,Org line C,G96,Medium,PROD325,in,Sweden,0.0,0.0,43196.172,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1493.197
1-735262281,Accepted,In Progress,V3_2,Org line C,G96,Medium,PROD325,in,Sweden,0.038,0.038,43196.21,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1493.197
1-735262281,Queued,Awaiting Assignment,V3_2,Org line C,S49,Medium,PROD325,in,Sweden,5.267,5.229,43201.439,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,1493.197
1-735262281,Queued,Awaiting Assignment,E_5,Org line C,G92,Medium,PROD325,in,Sweden,174.01,168.743,43370.182,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,1493.197
1-735262281,Accepted,In Progress,E_5,Org line C,G92,Medium,PROD325,in,INDIA,174.567,0.557,43370.739,Friday,2,2,0,0,0,0,0,0,0,0,0,0,0,1493.197
1-735262281,Accepted,Wait - User,E_5,Org line C,G92,Medium,PROD325,in,INDIA,174.721,0.154,43370.893,Friday,3,2,0,0,0,0,0,0,0,0,0,0,0,1493.197
1-735262281,Queued,Awaiting Assignment,E_4,Org line C,G93 2nd,Medium,PROD325,in,INDIA,176.873,2.152,43373.045,Friday,3,2,0,0,0,1,0,0,0,0,0,0,0,1493.197
1-735262281,Accepted,In Progress,E_4,Org line C,G93 2nd,Medium,PROD325,in,INDIA,433.214,256.341,43629.386,Friday,3,3,0,0,0,1,0,0,0,0,0,0,0,1493.197
1-735262281,Accepted,Wait - User,E_4,Org line C,G93 2nd,Medium,PROD325,in,INDIA,784.014,350.8,43980.186,Friday,4,3,0,0,0,1,0,0,0,0,0,0,0,1493.197
1-735262468,Accepted,In Progress,V3_2,Org line C,G97,Medium,PROD311,ru,POLAND,0.0,0.0,43214.215,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,991.187
1-735262468,Accepted,In Progress,V3_2,Org line C,G97,Medium,PROD311,ru,POLAND,0.028,0.028,43214.243,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,991.187
1-735262468,Queued,Awaiting Assignment,missing,Org line B,R6 2nd,Medium,PROD311,ru,POLAND,0.227,0.199,43214.442,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,991.187
1-735262468,Accepted,In Progress,missing,Org line B,R6 2nd,Medium,PROD311,ru,RUSSIAN FEDERATION,2.719,2.492,43216.934,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,991.187
1-735262468,Accepted,Wait,missing,Org line B,R6 2nd,Medium,PROD311,ru,RUSSIAN FEDERATION,2.724,0.005,43216.939,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,991.187
1-735262468,Completed,Resolved,missing,Org line B,R6 2nd,Medium,PROD311,ru,RUSSIAN FEDERATION,330.57,327.846,43544.785,Friday,3,1,0,0,0,0,0,1,0,0,0,0,0,991.187
1-735266029,Accepted,In Progress,E_5,Org line C,G76,Medium,PROD419,fr,Sweden,0.0,0.0,43174.069,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1031.336
1-735266029,Accepted,In Progress,E_5,Org line C,G76,Medium,PROD419,fr,Sweden,0.148,0.148,43174.217,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1031.336
1-735266029,Queued,Awaiting Assignment,E_6,Org line C,W11 2nd,Medium,PROD419,fr,Sweden,0.196,0.048,43174.265,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,1031.336
1-735266029,Accepted,In Progress,E_6,Org line C,W11 2nd,Medium,PROD419,fr,France,368.329,368.133,43542.398,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,1031.336
1-735266029,Completed,Resolved,E_6,Org line C,W11 2nd,Medium,PROD419,fr,France,368.36,0.031,43542.429,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,1031.336
1-735318750,Accepted,In Progress,V3_2,Org line C,N36,Low,PROD566,us,USA,0.0,0.0,43229.34,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1408.355
1-735318750,Accepted,In Progress,V3_2,Org line C,N36,Low,PROD566,us,USA,0.096,0.096,43229.436,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1408.355
1-735318750,Accepted,Wait - User,V3_2,Org line C,N36,Low,PROD566,us,USA,0.143,0.047,43229.483,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,1408.355
1-735318750,Completed,Resolved,V3_2,Org line C,N36,Low,PROD566,us,USA,165.125,164.982,43394.465,Friday,2,0,0,0,0,1,0,0,0,0,0,0,0,1408.355
1-735318750,Accepted,In Progress,V3_2,Org line C,N36,Low,PROD566,us,USA,776.531,611.406,44005.871,Friday,2,0,1,0,0,1,0,0,0,0,0,0,0,1408.355
1-735318750,Completed,Resolved,V3_2,Org line C,N36,Low,PROD566,us,USA,776.631,0.1,44005.971,Friday,3,0,1,0,0,1,0,0,0,0,0,0,0,1408.355
1-735318871,Accepted,In Progress,V3_2,Org line C,N36,Low,PROD364,us,USA,0.0,0.0,43238.235,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,275.253
1-735318871,Accepted,In Progress,V3_2,Org line C,N36,Low,PROD364,us,USA,0.054,0.054,43238.289,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,275.253
1-735318871,Accepted,Wait - User,V3_2,Org line C,N36,Low,PROD364,us,USA,1.22,1.166,43239.455,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,275.253
1-735318871,Completed,Resolved,V3_2,Org line C,N36,Low,PROD364,us,USA,244.273,243.053,43482.508,Friday,2,0,0,0,0,1,0,0,0,0,0,0,0,275.253
1-735877791,Accepted,In Progress,E_6,Org line C,G329 2nd,High,PROD802,in,Belgium,0.0,0.0,43309.779,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,203.697
1-735877791,Accepted,In Progress,E_6,Org line C,G329 2nd,High,PROD802,in,Belgium,0.1,0.1,43309.879,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,203.697
1-735877791,Queued,Awaiting Assignment,E_10,Org line C,G271 2nd,High,PROD802,in,Belgium,0.131,0.031,43309.91,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,203.697
1-735877791,Accepted,In Progress,E_10,Org line C,G271 2nd,High,PROD802,in,Sweden,0.872,0.741,43310.651,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,203.697
1-735877791,Accepted,Assigned,E_10,Org line C,G271 2nd,High,PROD802,in,Sweden,4.96,4.088,43314.739,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,203.697
1-735877791,Accepted,In Progress,E_10,Org line C,G271 2nd,High,PROD802,in,Sweden,5.159,0.199,43314.938,Friday,3,1,0,1,0,0,0,0,0,0,0,0,0,203.697
1-735877791,Accepted,In Progress,C_6,Org line C,G268 3rd,High,PROD802,in,Sweden,7.373,2.214,43317.152,Friday,4,1,0,1,0,0,0,0,0,0,0,0,0,203.697
1-735877791,Accepted,In Progress,E_6,Org line C,G329 2nd,High,PROD802,in,Belgium,79.783,72.41,43389.562,Friday,5,1,0,1,0,0,0,0,0,0,0,0,0,203.697
1-735877791,Accepted,Wait,E_6,Org line C,G329 2nd,High,PROD802,in,Belgium,177.05,97.267,43486.829,Friday,6,1,0,1,0,0,0,0,0,0,0,0,0,203.697
1-735877791,Queued,Awaiting Assignment,E_5,Org line C,G92,High,PROD802,in,Belgium,177.427,0.377,43487.206,Friday,6,1,0,1,0,0,0,1,0,0,0,0,0,203.697
1-735877791,Accepted,In Progress,E_5,Org line C,G92,High,PROD802,in,INDIA,178.492,1.065,43488.271,Friday,6,2,0,1,0,0,0,1,0,0,0,0,0,203.697
1-735877791,Accepted,Wait - User,E_5,Org line C,G92,High,PROD802,in,INDIA,180.27,1.778,43490.049,Friday,7,2,0,1,0,0,0,1,0,0,0,0,0,203.697
1-735877791,Queued,Awaiting Assignment,E_10,Org line C,G271 2nd,High,PROD802,in,INDIA,180.63,0.36,43490.409,Friday,7,2,0,1,0,1,0,1,0,0,0,0,0,203.697
1-735877791,Accepted,In Progress,E_10,Org line C,G271 2nd,High,PROD802,in,Sweden,181.125,0.495,43490.904,Friday,7,3,0,1,0,1,0,1,0,0,0,0,0,203.697
1-735877791,Accepted,Assigned,E_10,Org line C,G271 2nd,High,PROD802,in,Sweden,181.169,0.044,43490.948,Friday,8,3,0,1,0,1,0,1,0,0,0,0,0,203.697
1-735877791,Accepted,Assigned,E_10,Org line C,G271 2nd,High,PROD802,in,Sweden,181.17,0.001,43490.949,Friday,8,3,0,2,0,1,0,1,0,0,0,0,0,203.697
1-735877791,Accepted,In Progress,E_10,Org line C,G271 2nd,High,PROD802,in,Sweden,181.563,0.393,43491.342,Friday,8,3,0,3,0,1,0,1,0,0,0,0,0,203.697
1-735877791,Completed,Resolved,E_10,Org line C,G271 2nd,High,PROD802,in,Sweden,184.471,2.908,43494.25,Friday,9,3,0,3,0,1,0,1,0,0,0,0,0,203.697
1-735877837,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD401,se,Sweden,0.0,0.0,43311.088,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,981.049
1-735877837,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD401,se,Sweden,0.04,0.04,43311.128,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,981.049
1-735877837,Queued,Awaiting Assignment,E_10,Org line C,G255 2nd,Low,PROD401,se,Sweden,0.42,0.38,43311.508,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,981.049
1-735877837,Accepted,In Progress,E_10,Org line C,G255 2nd,Low,PROD401,se,Sweden,58.387,57.967,43369.475,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,981.049
1-735877837,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD401,se,Sweden,58.416,0.029,43369.504,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,981.049
1-735877837,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD401,se,Brazil,105.182,46.766,43416.27,Friday,3,2,0,0,0,0,0,0,0,0,0,0,0,981.049
1-735877837,Accepted,Assigned,V3_2,Org line C,G97,Low,PROD401,se,Brazil,105.207,0.025,43416.295,Friday,4,2,0,0,0,0,0,0,0,0,0,0,0,981.049
1-735877837,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD401,se,Brazil,107.444,2.237,43418.532,Friday,4,2,0,1,0,0,0,0,0,0,0,0,0,981.049
1-735877837,Accepted,Wait,V3_2,Org line C,G97,Low,PROD401,se,Brazil,107.452,0.008,43418.54,Friday,5,2,0,1,0,0,0,0,0,0,0,0,0,981.049
1-735877837,Accepted,Assigned,V3_2,Org line C,G97,Low,PROD401,se,Brazil,191.242,83.79,43502.33,Friday,5,2,0,1,0,0,0,1,0,0,0,0,0,981.049
1-735877837,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD401,se,Brazil,272.899,81.657,43583.987,Friday,5,2,0,2,0,0,0,1,0,0,0,0,0,981.049
1-735877837,Queued,Awaiting Assignment,E_10,Org line C,G255 2nd,Low,PROD401,se,Brazil,273.101,0.202,43584.189,Friday,6,2,0,2,0,0,0,1,0,0,0,0,0,981.049
1-735877837,Accepted,In Progress,E_10,Org line C,G255 2nd,Low,PROD401,se,Sweden,318.405,45.304,43629.493,Friday,6,3,0,2,0,0,0,1,0,0,0,0,0,981.049
1-735877837,Completed,Resolved,E_10,Org line C,G255 2nd,Low,PROD401,se,Sweden,330.309,11.904,43641.397,Friday,7,3,0,2,0,0,0,1,0,0,0,0,0,981.049
1-735895007,Accepted,In Progress,E_5,Org line C,G81,Low,PROD673,in,INDIA,0.0,0.0,43200.455,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1004.949
1-735895007,Accepted,In Progress,E_5,Org line C,G81,Low,PROD673,in,INDIA,0.015,0.015,43200.47,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1004.949
1-735895007,Accepted,Wait - User,E_5,Org line C,G81,Low,PROD673,in,INDIA,0.023,0.008,43200.478,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,1004.949
1-735895007,Accepted,In Progress,E_5,Org line C,G81,Low,PROD673,in,INDIA,344.573,344.55,43545.028,Friday,2,0,0,0,0,1,0,0,0,0,0,0,0,1004.949
1-735895007,Completed,Resolved,E_5,Org line C,G81,Low,PROD673,in,INDIA,344.6,0.027,43545.055,Friday,3,0,0,0,0,1,0,0,0,0,0,0,0,1004.949
1-735895054,Accepted,In Progress,E_5,Org line C,G81,Low,PROD673,se,INDIA,0.0,0.0,43200.641,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1523.393
1-735895054,Accepted,In Progress,E_5,Org line C,G81,Low,PROD673,se,INDIA,0.005,0.005,43200.646,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1523.393
1-735895054,Queued,Awaiting Assignment,E_7,Org line C,G153 2nd,Low,PROD673,se,INDIA,0.073,0.068,43200.714,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,1523.393
1-735895054,Accepted,In Progress,E_7,Org line C,G153 2nd,Low,PROD673,se,INDIA,165.459,165.386,43366.1,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,1523.393
1-735895054,Accepted,Assigned,E_7,Org line C,G153 2nd,Low,PROD673,se,INDIA,165.478,0.019,43366.119,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,1523.393
1-735895054,Accepted,In Progress,E_7,Org line C,G153 2nd,Low,PROD673,se,Belgium,857.316,691.838,44057.957,Friday,3,1,0,1,0,0,0,0,0,0,0,0,0,1523.393
1-735895054,Completed,Resolved,E_7,Org line C,G153 2nd,Low,PROD673,se,Belgium,857.324,0.008,44057.965,Friday,4,1,0,1,0,0,0,0,0,0,0,0,0,1523.393
1-735897079,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD661,se,Sweden,0.0,0.0,43210.313,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1513.721
1-735897079,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD661,se,Sweden,0.03,0.03,43210.343,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1513.721
1-735897079,Accepted,Wait,V3_2,Org line C,S42,Medium,PROD661,se,Sweden,0.059,0.029,43210.372,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,1513.721
1-735897079,Accepted,Wait - User,V3_2,Org line C,S42,Medium,PROD661,se,Sweden,0.774,0.715,43211.087,Friday,2,0,0,0,0,0,0,1,0,0,0,0,0,1513.721
1-735897079,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD661,se,Sweden,153.124,152.35,43363.437,Friday,2,0,0,0,0,1,0,1,0,0,0,0,0,1513.721
1-735897079,Queued,Awaiting Assignment,V3_2,Org line C,S42,Medium,PROD661,se,Sweden,153.126,0.002,43363.439,Friday,3,0,0,0,0,1,0,1,0,0,0,0,0,1513.721
